ID_FC,FC,FC Age,FC Age Minimum,FC Age Maximum,FC Age Category,FC estimate Biological Sex,FC (point estimate) height,FC height min estimated,FC height max estimated,FC Recovery Location,FC Estimated Date of Death/Burial,FC Recovery Date,Unnamed: 0,Name,Age,Sex,Personal effects,ID_MP,biolsex_score,age_v1_score,age_v2_score,Final Score T1,Final Score T2
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,53,"576,0000",50,Male,1.0,MP-54,0.00032866,0.01984235,0.03115746,6.521386751000001e-06,1.02402108036e-05
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,357,"865,0000",50,Male,2.0,MP-358,0.00032866,0.01984235,0.03115746,6.521386751000001e-06,1.02402108036e-05
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,701,"536,0000",50,Male,1.0,MP-702,0.00032866,0.01984235,0.03115746,6.521386751000001e-06,1.02402108036e-05
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,795,"406,0000",50,Male,2.0,MP-796,0.00032866,0.01984235,0.03115746,6.521386751000001e-06,1.02402108036e-05
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1056,"73481,0000",51,Male,,MP-1057,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,104,"626,0000",51,Male,2.0,MP-105,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,176,"467,0000",51,Male,1.0,MP-177,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,896,"929,0000",51,Male,1.0,MP-897,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,206,"515,0000",51,Male,2.0,MP-207,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,590,"579,0000",51,Male,2.0,MP-591,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,449,"485,0000",51,Male,2.0,MP-450,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,935,"844,0000",51,Male,1.0,MP-936,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,936,"558,0000",51,Male,2.0,MP-937,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,177,"737,0000",51,Male,2.0,MP-178,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,934,"695,0000",51,Male,1.0,MP-935,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,933,"597,0000",51,Male,1.0,MP-934,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,450,"545,0000",51,Male,2.0,MP-451,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,625,"607,0000",51,Male,1.0,MP-626,0.00032866,0.01954987,0.02995872,6.4252602741999995e-06,9.8462329152e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,427,"593,0000",36,Male,2.0,MP-428,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,544,"622,0000",36,Male,1.0,MP-545,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,742,"881,0000",36,Male,1.0,MP-743,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,543,"399,0000",36,Male,1.0,MP-544,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,466,"592,0000",36,Male,1.0,MP-467,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,640,"732,0000",36,Male,1.0,MP-641,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1002,"30048,0000",36,Male,,MP-1003,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,369,"608,0000",36,Male,2.0,MP-370,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,641,"482,0000",36,Male,1.0,MP-642,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1001,"30022,0000",36,Male,,MP-1002,0.00032866,0.02127514,0.02888953,6.9922875124e-06,9.4948329298e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,103,"848,0000",52,Male,1.0,MP-104,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,235,"931,0000",52,Male,2.0,MP-236,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,895,"500,0000",52,Male,2.0,MP-896,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,931,"692,0000",52,Male,2.0,MP-932,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,175,"870,0000",52,Male,2.0,MP-176,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,527,"612,0000",52,Male,1.0,MP-528,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,447,"925,0000",52,Male,1.0,MP-448,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,761,"731,0000",52,Male,2.0,MP-762,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,932,"725,0000",52,Male,1.0,MP-933,0.00032866,0.0192116,0.02859819,6.314084456e-06,9.3990811254e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1049,"68078,0000",53,Male,,MP-1050,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,425,"551,0000",53,Male,1.0,MP-426,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,356,"588,0000",53,Male,1.0,MP-357,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,101,"684,0000",53,Male,2.0,MP-102,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,832,"658,0000",53,Male,1.0,MP-833,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,102,"405,0000",53,Male,1.0,MP-103,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,929,"930,0000",53,Male,1.0,MP-930,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1,"630,0000",53,Male,2.0,MP-2,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,906,"565,0000",53,Male,1.0,MP-907,0.00032866,0.01882509,0.02710099,6.1870540794e-06,8.907011373399999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,733,"712,0000",54,Male,2.0,MP-734,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,622,"401,0000",54,Male,1.0,MP-623,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,621,"524,0000",54,Male,2.0,MP-622,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,588,"610,0000",54,Male,1.0,MP-589,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,794,"487,0000",54,Male,1.0,MP-795,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,623,"442,0000",54,Male,2.0,MP-624,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1022,"30694,0000",54,Male,,MP-1023,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,355,"720,0000",54,Male,2.0,MP-356,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,52,"649,0000",54,Male,2.0,MP-53,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1071,"83719,0000",54,Male,,MP-1072,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,831,"636,0000",54,Male,1.0,MP-832,0.00032866,0.01838841,0.02549399,6.0435348306e-06,8.3788547534e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,122,"599,0000",35,Male,2.0,MP-123,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,907,"512,0000",35,Male,1.0,MP-908,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,947,"552,0000",35,Male,1.0,MP-948,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,842,"883,0000",35,Male,1.0,MP-843,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,468,"591,0000",35,Male,1.0,MP-469,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,184,"628,0000",35,Male,1.0,MP-185,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,208,"874,0000",35,Male,1.0,MP-209,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,370,"671,0000",35,Male,2.0,MP-371,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,743,"517,0000",35,Male,1.0,MP-744,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,799,"583,0000",35,Male,1.0,MP-800,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1011,"30248,0000",35,Male,,MP-1012,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,843,"647,0000",35,Male,1.0,MP-844,0.00032866,0.02127136,0.02493813,6.9910451775999995e-06,8.196165805799999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,956,"824,0000",26,Female,1.0,MP-957,0.98871604,0.0212639,7.94e-06,0.021023959002956,7.850405357600001e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,477,"782,0000",26,Female,2.0,MP-478,0.98871604,0.0212639,7.94e-06,0.021023959002956,7.850405357600001e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,651,"762,0000",26,Female,1.0,MP-652,0.98871604,0.0212639,7.94e-06,0.021023959002956,7.850405357600001e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,445,"575,0000",55,Male,2.0,MP-446,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,234,"632,0000",55,Male,1.0,MP-235,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,51,"456,0000",55,Male,2.0,MP-52,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,100,"650,0000",55,Male,2.0,MP-101,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,327,"738,0000",55,Male,1.0,MP-328,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,524,"502,0000",55,Male,1.0,MP-525,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1063,"79560,0000",55,Male,,MP-1064,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,174,"454,0000",55,Male,1.0,MP-175,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,353,"727,0000",55,Male,1.0,MP-354,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,793,"472,0000",55,Male,2.0,MP-794,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,354,"567,0000",55,Male,1.0,MP-355,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,526,"634,0000",55,Male,1.0,MP-527,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,525,"600,0000",55,Male,1.0,MP-526,0.00032866,0.01790034,0.02380503,5.8831257444e-06,7.8237611598e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,587,"537,0000",56,Male,1.0,MP-588,0.00032866,0.01736055,0.02206217,5.705718362999999e-06,7.250952792199999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,620,"407,0000",56,Male,1.0,MP-621,0.00032866,0.01736055,0.02206217,5.705718362999999e-06,7.250952792199999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,443,"670,0000",56,Male,1.0,MP-444,0.00032866,0.01736055,0.02206217,5.705718362999999e-06,7.250952792199999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,98,"863,0000",56,Male,1.0,MP-99,0.00032866,0.01736055,0.02206217,5.705718362999999e-06,7.250952792199999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,731,"546,0000",56,Male,1.0,MP-732,0.00032866,0.01736055,0.02206217,5.705718362999999e-06,7.250952792199999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,99,"876,0000",56,Male,2.0,MP-100,0.00032866,0.01736055,0.02206217,5.705718362999999e-06,7.250952792199999e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,844,"922,0000",34,Male,2.0,MP-845,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,242,"426,0000",34,Male,2.0,MP-243,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1067,"81172,0000",34,Male,,MP-1068,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,209,"858,0000",34,Male,1.0,MP-210,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1004,"30063,0000",34,Male,,MP-1005,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,642,"687,0000",34,Male,2.0,MP-643,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,908,"715,0000",34,Male,1.0,MP-909,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1024,MAC03-RP2-B006,,35,55,Adult,Female,,153.0,160.0,Machara,,31/07/2017,1000,"30016,0000",34,Male,,MP-1001,0.00032866,0.0212639,0.02098562,6.988593373999999e-06,6.8971338692e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,949,"827,0000",33,Female,1.0,MP-950,0.98871604,0.0212498,6.9e-06,0.021010018106792,6.822140676e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,61,"910,0000",33,Female,1.0,MP-62,0.98871604,0.0212498,6.9e-06,0.021010018106792,6.822140676e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,470,"908,0000",33,Female,1.0,MP-471,0.98871604,0.0212498,6.9e-06,0.021010018106792,6.822140676e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,546,"898,0000",33,Female,2.0,MP-547,0.98871604,0.0212498,6.9e-06,0.021010018106792,6.822140676e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,337,"964,0000",100,Male,2.0,MP-338,0.00032866,9.9e-06,0.02046494,3.2537339999999997e-09,6.7260071804e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,44,"952,0000",99,Male,2.0,MP-45,0.00032866,1.328e-05,0.02046493,4.3646047999999995e-09,6.7260038938e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,221,"972,0000",98,Male,2.0,MP-222,0.00032866,1.776e-05,0.02046492,5.837001599999999e-09,6.7260006072e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,611,"984,0000",98,Male,2.0,MP-612,0.00032866,1.776e-05,0.02046492,5.837001599999999e-09,6.7260006072e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,338,"981,0000",97,Male,1.0,MP-339,0.00032866,2.366e-05,0.02046491,7.7760956e-09,6.725997320599999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,905,"982,0000",97,Male,1.0,MP-906,0.00032866,2.366e-05,0.02046491,7.7760956e-09,6.725997320599999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,816,"965,0000",94,Male,1.0,MP-817,0.00032866,5.47e-05,0.0204648,1.7977701999999998e-08,6.725961167999999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,339,"975,0000",92,Male,2.0,MP-340,0.00032866,9.36e-05,0.0204646,3.0762576e-08,6.725895435999999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,612,"963,0000",91,Male,1.0,MP-613,0.00032866,0.00012156,0.02046443,3.99519096e-08,6.725839563799999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,85,"967,0000",91,Male,2.0,MP-86,0.00032866,0.00012156,0.02046443,3.99519096e-08,6.725839563799999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,911,"947,0000",91,Male,1.0,MP-912,0.00032866,0.00012156,0.02046443,3.99519096e-08,6.725839563799999e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,912,"977,0000",90,Male,2.0,MP-913,0.00032866,0.00015705,0.02046418,5.1616053e-08,6.7257573988e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,86,"976,0000",90,Male,2.0,MP-87,0.00032866,0.00015705,0.02046418,5.1616053e-08,6.7257573988e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,789,"983,0000",89,Male,2.0,MP-790,0.00032866,0.00020181,0.02046381,6.63268746e-08,6.7256357946e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,818,"949,0000",89,Male,2.0,MP-819,0.00032866,0.00020181,0.02046381,6.63268746e-08,6.7256357946e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,222,"954,0000",89,Male,2.0,MP-223,0.00032866,0.00020181,0.02046381,6.63268746e-08,6.7256357946e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,297,"986,0000",88,Male,2.0,MP-298,0.00032866,0.00025787,0.02046328,8.475155419999999e-08,6.7254616048e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,424,"980,0000",86,Male,1.0,MP-425,0.00032866,0.00041352,0.02046141,1.359074832e-07,6.7248470106e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,87,"969,0000",85,Male,1.0,MP-88,0.00032866,0.00051875,0.02045985,1.70492375e-07,6.724334301e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,913,"957,0000",85,Male,2.0,MP-914,0.00032866,0.00051875,0.02045985,1.70492375e-07,6.724334301e-06
FC-1063,SUK37-RP1-B001,,50,,Adult,Female,,143.0,151.0,Sukhumi,,,88,"970,0000",84,Male,1.0,MP-89,0.00032866,0.00064647,0.02045765,2.124688302e-07,6.723611249e-06
