FC,MP,likelihood
97,37,0.0
98,37,0.0
-1,38,6.500355809180312e-14
0,38,2.8621549574836626e-13
1,38,1.2116974090758997e-12
2,38,4.929945340848023e-12
3,38,1.9278079133044973e-11
4,38,7.245748445683397e-11
5,38,2.6175789313853753e-10
6,38,9.088991781425221e-10
7,38,3.0334301737156106e-09
8,38,9.73100261481011e-09
9,38,3.000470255587482e-08
10,38,8.892667291426931e-08
11,38,2.533311233565713e-07
12,38,6.936838887750007e-07
13,38,1.8258031306284174e-06
14,38,4.619215755730114e-06
15,38,1.1233294313406397e-05
16,38,2.625869792544097e-05
17,38,5.9002294909238545e-05
18,38,0.00012743734832443328
19,38,0.00026458122175171487
20,38,0.0005280293477583092
21,38,0.0010129687659532515
22,38,0.0018679923925120692
23,38,0.003311289992088639
24,38,0.005642405594168249
25,38,0.009242259489779888
26,38,0.014552596023583098
27,38,0.022026871599427303
28,38,0.03204915975137888
29,38,0.04482634012084538
30,38,0.06027037852215047
31,38,0.07789859469768624
32,38,0.09678572836168872
33,38,0.11559786381861684
34,38,0.13272285980627954
35,38,0.1464871728108239
36,38,0.15542174161032465
37,38,0.15851941887820648
38,38,0.15542174161032465
39,38,0.1464871728108239
40,38,0.1327228598062796
41,38,0.11559786381861684
42,38,0.09678572836168872
43,38,0.07789859469768624
44,38,0.06027037852215041
45,38,0.044826340120845326
46,38,0.03204915975137888
47,38,0.02202687159942736
48,38,0.014552596023583098
49,38,0.009242259489779888
50,38,0.0056424055941683045
51,38,0.003311289992088639
52,38,0.0018679923925120137
53,38,0.0010129687659532515
54,38,0.0005280293477583092
55,38,0.0002645812217517704
56,38,0.00012743734832443328
57,38,5.9002294909183034e-05
58,38,2.6258697925385458e-05
59,38,1.1233294313406397e-05
60,38,4.619215755785625e-06
61,38,1.8258031306839286e-06
62,38,6.936838887750007e-07
63,38,2.5333112330106013e-07
64,38,8.892667291426931e-08
65,38,3.000470261138597e-08
66,38,9.731002559298959e-09
67,38,3.0334301737156106e-09
68,38,9.088991781425221e-10
69,38,2.617578376273863e-10
70,38,7.245759547913644e-11
71,38,1.9278023621893742e-11
72,38,4.9298343185455605e-12
73,38,1.2116974090758997e-12
74,38,2.8621549574836626e-13
75,38,6.505906924303438e-14
76,38,1.4210854715202048e-14
77,38,2.997602166487932e-15
78,38,6.66133814775096e-16
79,38,1.11022302462516e-16
80,38,0.0
81,38,0.0
82,38,0.0
83,38,0.0
84,38,0.0
85,38,0.0
86,38,0.0
87,38,0.0
88,38,0.0
89,38,0.0
90,38,0.0
91,38,0.0
92,38,0.0
93,38,0.0
94,38,0.0
95,38,0.0
96,38,0.0
97,38,0.0
98,38,0.0
-1,39,1.4210854715202013e-14
0,39,6.500355809180295e-14
1,39,2.8621549574836556e-13
2,39,1.2116974090758967e-12
3,39,4.929945340848011e-12
4,39,1.9278079133044925e-11
5,39,7.24574844568338e-11
6,39,2.6175789313853686e-10
7,39,9.088991781425199e-10
8,39,3.033430173715603e-09
9,39,9.731002614810087e-09
10,39,3.000470255587475e-08
11,39,8.892667291426909e-08
12,39,2.5333112335657065e-07
13,39,6.93683888774999e-07
14,39,1.825803130628413e-06
15,39,4.619215755730103e-06
16,39,1.1233294313406368e-05
17,39,2.6258697925440905e-05
18,39,5.90022949092384e-05
19,39,0.00012743734832443296
20,39,0.0002645812217517142
21,39,0.0005280293477583079
22,39,0.001012968765953249
23,39,0.0018679923925120647
24,39,0.0033112899920886307
25,39,0.005642405594168235
26,39,0.009242259489779865
27,39,0.014552596023583064
28,39,0.022026871599427247
29,39,0.03204915975137881
30,39,0.04482634012084527
31,39,0.06027037852215032
32,39,0.07789859469768606
33,39,0.09678572836168849
34,39,0.11559786381861656
35,39,0.1327228598062792
36,39,0.14648717281082357
37,39,0.1554217416103243
38,39,0.1585194188782061
39,39,0.1554217416103243
40,39,0.14648717281082357
41,39,0.13272285980627926
42,39,0.11559786381861656
43,39,0.09678572836168849
44,39,0.07789859469768606
45,39,0.06027037852215027
46,39,0.044826340120845215
47,39,0.03204915975137881
48,39,0.022026871599427303
49,39,0.014552596023583064
50,39,0.009242259489779865
51,39,0.005642405594168291
52,39,0.0033112899920886307
53,39,0.0018679923925120092
54,39,0.001012968765953249
55,39,0.0005280293477583079
56,39,0.00026458122175176973
57,39,0.00012743734832443296
58,39,5.900229490918289e-05
59,39,2.6258697925385394e-05
60,39,1.1233294313406368e-05
61,39,4.619215755785614e-06
62,39,1.8258031306839241e-06
63,39,6.93683888774999e-07
64,39,2.533311233010595e-07
65,39,8.892667291426909e-08
66,39,3.00047026113859e-08
67,39,9.731002559298936e-09
68,39,3.033430173715603e-09
69,39,9.088991781425199e-10
70,39,2.617578376273856e-10
71,39,7.245759547913627e-11
72,39,1.9278023621893694e-11
73,39,4.929834318545548e-12
74,39,1.2116974090758967e-12
75,39,2.8621549574836556e-13
76,39,6.505906924303421e-14
77,39,1.4210854715202013e-14
78,39,2.9976021664879246e-15
79,39,6.661338147750944e-16
80,39,1.1102230246251573e-16
81,39,0.0
82,39,0.0
83,39,0.0
84,39,0.0
85,39,0.0
86,39,0.0
87,39,0.0
88,39,0.0
89,39,0.0
90,39,0.0
91,39,0.0
92,39,0.0
93,39,0.0
94,39,0.0
95,39,0.0
96,39,0.0
97,39,0.0
98,39,0.0
-1,40,2.997602166487923e-15
0,40,1.4210854715202007e-14
1,40,6.500355809180293e-14
2,40,2.862154957483654e-13
3,40,1.211697409075896e-12
4,40,4.9299453408480084e-12
5,40,1.9278079133044915e-11
6,40,7.245748445683377e-11
7,40,2.6175789313853675e-10
8,40,9.088991781425194e-10
9,40,3.0334301737156015e-09
10,40,9.731002614810082e-09
11,40,3.0004702555874736e-08
12,40,8.892667291426905e-08
13,40,2.5333112335657054e-07
14,40,6.936838887749986e-07
15,40,1.825803130628412e-06
16,40,4.6192157557301e-06
17,40,1.1233294313406363e-05
18,40,2.625869792544089e-05
19,40,5.900229490923837e-05
20,40,0.0001274373483244329
21,40,0.0002645812217517141
22,40,0.0005280293477583077
23,40,0.0010129687659532485
24,40,0.0018679923925120636
25,40,0.003311289992088629
26,40,0.0056424055941682325
27,40,0.00924225948977986
28,40,0.014552596023583055
29,40,0.022026871599427237
30,40,0.03204915975137879
31,40,0.04482634012084525
32,40,0.06027037852215029
33,40,0.07789859469768602
34,40,0.09678572836168843
35,40,0.11559786381861649
36,40,0.13272285980627915
37,40,0.1464871728108235
38,40,0.1554217416103242
39,40,0.158519418878206
40,40,0.1554217416103242
41,40,0.1464871728108235
42,40,0.1327228598062792
43,40,0.11559786381861649
44,40,0.09678572836168843
45,40,0.07789859469768602
46,40,0.06027037852215023
47,40,0.044826340120845194
48,40,0.03204915975137879
49,40,0.022026871599427292
50,40,0.014552596023583055
51,40,0.00924225948977986
52,40,0.005642405594168288
53,40,0.003311289992088629
54,40,0.001867992392512008
55,40,0.0010129687659532485
56,40,0.0005280293477583077
57,40,0.0002645812217517696
58,40,0.0001274373483244329
59,40,5.900229490918286e-05
60,40,2.625869792538538e-05
61,40,1.1233294313406363e-05
62,40,4.6192157557856115e-06
63,40,1.825803130683923e-06
64,40,6.936838887749986e-07
65,40,2.533311233010594e-07
66,40,8.892667291426905e-08
67,40,3.000470261138589e-08
68,40,9.73100255929893e-09
69,40,3.0334301737156015e-09
70,40,9.088991781425194e-10
71,40,2.617578376273855e-10
72,40,7.245759547913623e-11
73,40,1.9278023621893684e-11
74,40,4.929834318545546e-12
75,40,1.211697409075896e-12
76,40,2.862154957483654e-13
77,40,6.505906924303419e-14
78,40,1.4210854715202007e-14
79,40,2.997602166487923e-15
80,40,6.66133814775094e-16
81,40,1.1102230246251568e-16
82,40,0.0
83,40,0.0
84,40,0.0
85,40,0.0
86,40,0.0
87,40,0.0
88,40,0.0
89,40,0.0
90,40,0.0
91,40,0.0
92,40,0.0
93,40,0.0
94,40,0.0
95,40,0.0
96,40,0.0
97,40,0.0
98,40,0.0
-1,41,6.106226635438361e-16
0,41,2.9976021664879227e-15
1,41,1.4210854715202004e-14
2,41,6.500355809180292e-14
3,41,2.8621549574836536e-13
4,41,1.2116974090758958e-12
5,41,4.929945340848008e-12
6,41,1.9278079133044912e-11
7,41,7.245748445683375e-11
8,41,2.617578931385367e-10
9,41,9.088991781425193e-10
10,41,3.033430173715601e-09
11,41,9.73100261481008e-09
12,41,3.000470255587473e-08
13,41,8.892667291426903e-08
14,41,2.533311233565705e-07
15,41,6.936838887749985e-07
16,41,1.8258031306284117e-06
17,41,4.6192157557300995e-06
18,41,1.1233294313406361e-05
19,41,2.6258697925440888e-05
20,41,5.900229490923836e-05
21,41,0.00012743734832443288
22,41,0.00026458122175171406
23,41,0.0005280293477583076
24,41,0.0010129687659532483
25,41,0.0018679923925120634
26,41,0.0033112899920886285
27,41,0.005642405594168232
28,41,0.009242259489779858
29,41,0.014552596023583053
30,41,0.022026871599427233
31,41,0.032049159751378786
32,41,0.04482634012084524
33,41,0.06027037852215028
34,41,0.07789859469768601
35,41,0.09678572836168842
36,41,0.11559786381861648
37,41,0.13272285980627913
38,41,0.14648717281082346
39,41,0.15542174161032418
40,41,0.15851941887820598
41,41,0.15542174161032418
42,41,0.14648717281082346
43,41,0.13272285980627918
44,41,0.11559786381861648
45,41,0.09678572836168842
46,41,0.07789859469768601
47,41,0.060270378522150225
48,41,0.04482634012084519
49,41,0.032049159751378786
50,41,0.02202687159942729
51,41,0.014552596023583053
52,41,0.009242259489779858
53,41,0.005642405594168287
54,41,0.0033112899920886285
55,41,0.0018679923925120079
56,41,0.0010129687659532483
57,41,0.0005280293477583076
58,41,0.00026458122175176957
59,41,0.00012743734832443288
60,41,5.900229490918285e-05
61,41,2.6258697925385377e-05
62,41,1.1233294313406361e-05
63,41,4.619215755785611e-06
64,41,1.8258031306839229e-06
65,41,6.936838887749985e-07
66,41,2.5333112330105934e-07
67,41,8.892667291426903e-08
68,41,3.000470261138588e-08
69,41,9.731002559298929e-09
70,41,3.033430173715601e-09
71,41,9.088991781425193e-10
72,41,2.6175783762738547e-10
73,41,7.245759547913622e-11
74,41,1.927802362189368e-11
75,41,4.929834318545545e-12
76,41,1.2116974090758958e-12
77,41,2.8621549574836536e-13
78,41,6.505906924303417e-14
79,41,1.4210854715202004e-14
80,41,2.9976021664879227e-15
81,41,6.661338147750939e-16
82,41,1.1102230246251565e-16
83,41,0.0
84,41,0.0
85,41,0.0
86,41,0.0
87,41,0.0
88,41,0.0
89,41,0.0
90,41,0.0
91,41,0.0
92,41,0.0
93,41,0.0
94,41,0.0
95,41,0.0
96,41,0.0
97,41,0.0
98,41,0.0
-1,42,1.1102230246251565e-16
0,42,6.106226635438361e-16
1,42,2.9976021664879227e-15
2,42,1.4210854715202004e-14
3,42,6.500355809180292e-14
4,42,2.8621549574836536e-13
5,42,1.2116974090758958e-12
6,42,4.929945340848008e-12
7,42,1.9278079133044912e-11
8,42,7.245748445683375e-11
9,42,2.617578931385367e-10
10,42,9.088991781425193e-10
11,42,3.033430173715601e-09
12,42,9.73100261481008e-09
13,42,3.000470255587473e-08
14,42,8.892667291426903e-08
15,42,2.533311233565705e-07
16,42,6.936838887749985e-07
17,42,1.8258031306284117e-06
18,42,4.6192157557300995e-06
19,42,1.1233294313406361e-05
20,42,2.6258697925440888e-05
21,42,5.900229490923836e-05
22,42,0.00012743734832443288
23,42,0.00026458122175171406
24,42,0.0005280293477583076
25,42,0.0010129687659532483
26,42,0.0018679923925120634
27,42,0.0033112899920886285
28,42,0.005642405594168232
29,42,0.009242259489779858
30,42,0.014552596023583053
31,42,0.022026871599427233
32,42,0.032049159751378786
33,42,0.04482634012084524
34,42,0.06027037852215028
35,42,0.07789859469768601
36,42,0.09678572836168842
37,42,0.11559786381861648
38,42,0.13272285980627913
39,42,0.14648717281082346
40,42,0.15542174161032418
41,42,0.15851941887820598
42,42,0.15542174161032418
43,42,0.14648717281082346
44,42,0.13272285980627918
45,42,0.11559786381861648
46,42,0.09678572836168842
47,42,0.07789859469768601
48,42,0.060270378522150225
49,42,0.04482634012084519
50,42,0.032049159751378786
51,42,0.02202687159942729
52,42,0.014552596023583053
53,42,0.009242259489779858
54,42,0.005642405594168287
55,42,0.0033112899920886285
56,42,0.0018679923925120079
57,42,0.0010129687659532483
58,42,0.0005280293477583076
59,42,0.00026458122175176957
60,42,0.00012743734832443288
61,42,5.900229490918285e-05
62,42,2.6258697925385377e-05
63,42,1.1233294313406361e-05
64,42,4.619215755785611e-06
65,42,1.8258031306839229e-06
66,42,6.936838887749985e-07
67,42,2.5333112330105934e-07
68,42,8.892667291426903e-08
69,42,3.000470261138588e-08
70,42,9.731002559298929e-09
71,42,3.033430173715601e-09
72,42,9.088991781425193e-10
73,42,2.6175783762738547e-10
74,42,7.245759547913622e-11
75,42,1.927802362189368e-11
76,42,4.929834318545545e-12
77,42,1.2116974090758958e-12
78,42,2.8621549574836536e-13
79,42,6.505906924303417e-14
80,42,1.4210854715202004e-14
81,42,2.9976021664879227e-15
82,42,6.661338147750939e-16
83,42,1.1102230246251565e-16
84,42,0.0
85,42,0.0
86,42,0.0
87,42,0.0
88,42,0.0
89,42,0.0
90,42,0.0
91,42,0.0
92,42,0.0
93,42,0.0
94,42,0.0
95,42,0.0
96,42,0.0
97,42,0.0
98,42,0.0
-1,43,0.0
0,43,1.1102230246251565e-16
1,43,6.106226635438361e-16
2,43,2.9976021664879227e-15
3,43,1.4210854715202004e-14
4,43,6.500355809180292e-14
5,43,2.8621549574836536e-13
6,43,1.2116974090758958e-12
7,43,4.929945340848008e-12
8,43,1.9278079133044912e-11
9,43,7.245748445683375e-11
10,43,2.617578931385367e-10
11,43,9.088991781425193e-10
12,43,3.033430173715601e-09
13,43,9.73100261481008e-09
14,43,3.000470255587473e-08
15,43,8.892667291426903e-08
16,43,2.533311233565705e-07
17,43,6.936838887749985e-07
18,43,1.8258031306284117e-06
19,43,4.6192157557300995e-06
20,43,1.1233294313406361e-05
21,43,2.6258697925440888e-05
22,43,5.900229490923836e-05
23,43,0.00012743734832443288
24,43,0.00026458122175171406
25,43,0.0005280293477583076
26,43,0.0010129687659532483
27,43,0.0018679923925120634
28,43,0.0033112899920886285
29,43,0.005642405594168232
30,43,0.009242259489779858
31,43,0.014552596023583053
32,43,0.022026871599427233
33,43,0.032049159751378786
34,43,0.04482634012084524
35,43,0.06027037852215028
36,43,0.07789859469768601
37,43,0.09678572836168842
38,43,0.11559786381861648
39,43,0.13272285980627913
40,43,0.14648717281082346
41,43,0.15542174161032418
42,43,0.15851941887820598
43,43,0.15542174161032418
44,43,0.14648717281082346
45,43,0.13272285980627918
46,43,0.11559786381861648
47,43,0.09678572836168842
48,43,0.07789859469768601
49,43,0.060270378522150225
50,43,0.04482634012084519
51,43,0.032049159751378786
52,43,0.02202687159942729
53,43,0.014552596023583053
54,43,0.009242259489779858
55,43,0.005642405594168287
56,43,0.0033112899920886285
57,43,0.0018679923925120079
58,43,0.0010129687659532483
59,43,0.0005280293477583076
60,43,0.00026458122175176957
61,43,0.00012743734832443288
62,43,5.900229490918285e-05
63,43,2.6258697925385377e-05
64,43,1.1233294313406361e-05
65,43,4.619215755785611e-06
66,43,1.8258031306839229e-06
67,43,6.936838887749985e-07
68,43,2.5333112330105934e-07
69,43,8.892667291426903e-08
70,43,3.000470261138588e-08
71,43,9.731002559298929e-09
72,43,3.033430173715601e-09
73,43,9.088991781425193e-10
74,43,2.6175783762738547e-10
75,43,7.245759547913622e-11
76,43,1.927802362189368e-11
77,43,4.929834318545545e-12
78,43,1.2116974090758958e-12
79,43,2.8621549574836536e-13
80,43,6.505906924303417e-14
81,43,1.4210854715202004e-14
82,43,2.9976021664879227e-15
83,43,6.661338147750939e-16
84,43,1.1102230246251565e-16
85,43,0.0
86,43,0.0
87,43,0.0
88,43,0.0
89,43,0.0
90,43,0.0
91,43,0.0
92,43,0.0
93,43,0.0
94,43,0.0
95,43,0.0
96,43,0.0
97,43,0.0
98,43,0.0
-1,44,0.0
0,44,0.0
1,44,1.1102230246251565e-16
2,44,6.106226635438361e-16
3,44,2.9976021664879227e-15
4,44,1.4210854715202004e-14
5,44,6.500355809180292e-14
6,44,2.8621549574836536e-13
7,44,1.2116974090758958e-12
8,44,4.929945340848008e-12
9,44,1.9278079133044912e-11
10,44,7.245748445683375e-11
11,44,2.617578931385367e-10
12,44,9.088991781425193e-10
13,44,3.033430173715601e-09
14,44,9.73100261481008e-09
15,44,3.000470255587473e-08
16,44,8.892667291426903e-08
17,44,2.533311233565705e-07
18,44,6.936838887749985e-07
19,44,1.8258031306284117e-06
20,44,4.6192157557300995e-06
21,44,1.1233294313406361e-05
22,44,2.6258697925440888e-05
23,44,5.900229490923836e-05
24,44,0.00012743734832443288
25,44,0.00026458122175171406
26,44,0.0005280293477583076
27,44,0.0010129687659532483
28,44,0.0018679923925120634
29,44,0.0033112899920886285
30,44,0.005642405594168232
31,44,0.009242259489779858
32,44,0.014552596023583053
33,44,0.022026871599427233
34,44,0.032049159751378786
35,44,0.04482634012084524
36,44,0.06027037852215028
37,44,0.07789859469768601
38,44,0.09678572836168842
39,44,0.11559786381861648
40,44,0.13272285980627913
41,44,0.14648717281082346
42,44,0.15542174161032418
43,44,0.15851941887820598
44,44,0.15542174161032418
45,44,0.14648717281082346
46,44,0.13272285980627918
47,44,0.11559786381861648
48,44,0.09678572836168842
49,44,0.07789859469768601
50,44,0.060270378522150225
51,44,0.04482634012084519
52,44,0.032049159751378786
53,44,0.02202687159942729
54,44,0.014552596023583053
55,44,0.009242259489779858
56,44,0.005642405594168287
57,44,0.0033112899920886285
58,44,0.0018679923925120079
59,44,0.0010129687659532483
60,44,0.0005280293477583076
61,44,0.00026458122175176957
62,44,0.00012743734832443288
63,44,5.900229490918285e-05
64,44,2.6258697925385377e-05
65,44,1.1233294313406361e-05
66,44,4.619215755785611e-06
67,44,1.8258031306839229e-06
68,44,6.936838887749985e-07
69,44,2.5333112330105934e-07
70,44,8.892667291426903e-08
71,44,3.000470261138588e-08
72,44,9.731002559298929e-09
73,44,3.033430173715601e-09
74,44,9.088991781425193e-10
75,44,2.6175783762738547e-10
76,44,7.245759547913622e-11
77,44,1.927802362189368e-11
78,44,4.929834318545545e-12
79,44,1.2116974090758958e-12
80,44,2.8621549574836536e-13
81,44,6.505906924303417e-14
82,44,1.4210854715202004e-14
83,44,2.9976021664879227e-15
84,44,6.661338147750939e-16
85,44,1.1102230246251565e-16
86,44,0.0
87,44,0.0
88,44,0.0
89,44,0.0
90,44,0.0
91,44,0.0
92,44,0.0
93,44,0.0
94,44,0.0
95,44,0.0
96,44,0.0
97,44,0.0
98,44,0.0
-1,45,0.0
0,45,0.0
1,45,0.0
2,45,1.1102230246251565e-16
3,45,6.106226635438361e-16
4,45,2.9976021664879227e-15
5,45,1.4210854715202004e-14
6,45,6.500355809180292e-14
7,45,2.8621549574836536e-13
8,45,1.2116974090758958e-12
9,45,4.929945340848008e-12
10,45,1.9278079133044912e-11
11,45,7.245748445683375e-11
12,45,2.617578931385367e-10
13,45,9.088991781425193e-10
14,45,3.033430173715601e-09
15,45,9.73100261481008e-09
16,45,3.000470255587473e-08
17,45,8.892667291426903e-08
18,45,2.533311233565705e-07
19,45,6.936838887749985e-07
20,45,1.8258031306284117e-06
21,45,4.6192157557300995e-06
22,45,1.1233294313406361e-05
23,45,2.6258697925440888e-05
24,45,5.900229490923836e-05
25,45,0.00012743734832443288
26,45,0.00026458122175171406
27,45,0.0005280293477583076
28,45,0.0010129687659532483
29,45,0.0018679923925120634
30,45,0.0033112899920886285
31,45,0.005642405594168232
32,45,0.009242259489779858
33,45,0.014552596023583053
34,45,0.022026871599427233
35,45,0.032049159751378786
36,45,0.04482634012084524
37,45,0.06027037852215028
38,45,0.07789859469768601
39,45,0.09678572836168842
40,45,0.11559786381861648
41,45,0.13272285980627913
42,45,0.14648717281082346
43,45,0.15542174161032418
44,45,0.15851941887820598
45,45,0.15542174161032418
46,45,0.14648717281082346
47,45,0.13272285980627918
48,45,0.11559786381861648
49,45,0.09678572836168842
50,45,0.07789859469768601
51,45,0.060270378522150225
52,45,0.04482634012084519
53,45,0.032049159751378786
54,45,0.02202687159942729
55,45,0.014552596023583053
56,45,0.009242259489779858
57,45,0.005642405594168287
58,45,0.0033112899920886285
59,45,0.0018679923925120079
60,45,0.0010129687659532483
61,45,0.0005280293477583076
62,45,0.00026458122175176957
63,45,0.00012743734832443288
64,45,5.900229490918285e-05
65,45,2.6258697925385377e-05
66,45,1.1233294313406361e-05
67,45,4.619215755785611e-06
68,45,1.8258031306839229e-06
69,45,6.936838887749985e-07
70,45,2.5333112330105934e-07
71,45,8.892667291426903e-08
72,45,3.000470261138588e-08
73,45,9.731002559298929e-09
74,45,3.033430173715601e-09
75,45,9.088991781425193e-10
76,45,2.6175783762738547e-10
77,45,7.245759547913622e-11
78,45,1.927802362189368e-11
79,45,4.929834318545545e-12
80,45,1.2116974090758958e-12
81,45,2.8621549574836536e-13
82,45,6.505906924303417e-14
83,45,1.4210854715202004e-14
84,45,2.9976021664879227e-15
85,45,6.661338147750939e-16
86,45,1.1102230246251565e-16
87,45,0.0
88,45,0.0
89,45,0.0
90,45,0.0
91,45,0.0
92,45,0.0
93,45,0.0
94,45,0.0
95,45,0.0
96,45,0.0
97,45,0.0
98,45,0.0
-1,46,2.0968684683105233e-06
0,46,3.3000936079296176e-06
1,46,5.142239206671679e-06
2,46,7.933215692148118e-06
3,46,1.2117617607993154e-05
4,46,1.8325517265801093e-05
5,46,2.743887371200972e-05
6,46,4.067685636015023e-05
7,46,5.97034691118838e-05
8,46,8.676066198223167e-05
9,46,0.00012482951209666577
10,46,0.00017782091275514369
11,46,0.0002507953979413796
12,46,0.0003502091394627898
13,46,0.0004841797167922594
14,46,0.0006627609779221563
15,46,0.0008982112854944122
16,46,0.0012052339067340043
17,46,0.0016011626388123816
18,46,0.0021060605030448895
19,46,0.0027426951818416553
20,46,0.0035363526188241247
21,46,0.004514450718754346
22,46,0.00570591920132845
23,46,0.00714032006724096
24,46,0.008846696237304913
25,46,0.010852153731346327
26,46,0.01318020474882553
27,46,0.015848924087033114
28,46,0.018868997760288574
29,46,0.022241768183678557
30,46,0.02595740216470757
31,46,0.029993323331681816
32,46,0.03431305676594366
33,46,0.03886562821249136
34,46,0.043585641858569744
35,46,0.04839412896433462
36,46,0.0532002156278317
37,46,0.05790360412712742
38,46,0.062397802413326105
39,46,0.0665739753211119
40,46,0.0703252344624598
41,46,0.07355113721168491
42,46,0.07616213378124898
43,46,0.07808368908555197
44,46,0.07925981518183396
45,46,0.07965578082505775
46,46,0.07925981518183396
47,46,0.07808368908555202
48,46,0.07616213378124898
49,46,0.07355113721168485
50,46,0.0703252344624598
51,46,0.0665739753211119
52,46,0.06239780241332616
53,46,0.05790360412712742
54,46,0.05320021562783164
55,46,0.04839412896433462
56,46,0.0435856418585698
57,46,0.03886562821249141
58,46,0.0343130567659436
59,46,0.02999332333168176
60,46,0.02595740216470757
61,46,0.022241768183678613
62,46,0.018868997760288518
63,46,0.015848924087033114
64,46,0.013180204748825586
65,46,0.010852153731346272
66,46,0.008846696237304913
67,46,0.00714032006724096
68,46,0.00570591920132845
69,46,0.004514450718754346
70,46,0.0035363526188241247
71,46,0.002742695181841711
72,46,0.002106060503044945
73,46,0.0016011626388123261
74,46,0.0012052339067339488
75,46,0.0008982112854943567
76,46,0.0006627609779221563
77,46,0.0004841797167923149
78,46,0.0003502091394627898
79,46,0.0002507953979413796
80,46,0.00017782091275514369
81,46,0.00012482951209666577
82,46,8.676066198228719e-05
83,46,5.97034691118838e-05
84,46,4.067685636009472e-05
85,46,2.743887371195421e-05
86,46,1.8325517265801093e-05
87,46,1.2117617608048665e-05
88,46,7.933215692092606e-06
89,46,5.142239206671679e-06
90,46,3.3000936079851287e-06
91,46,2.0968684682550117e-06
92,46,1.3191283104333306e-06
93,46,8.216252735138497e-07
94,46,5.06677256108743e-07
95,46,3.0935694866528716e-07
96,46,1.870075581305217e-07
97,46,1.1192554960426401e-07
98,46,6.632390314710868e-08
-1,47,1.3191276734278246e-06
0,47,2.096867455735212e-06
1,47,3.300092014318305e-06
2,47,5.142236723490429e-06
3,47,7.933211861207612e-06
4,47,1.2117611756409896e-05
5,47,1.8325508416430407e-05
6,47,2.7438860461809952e-05
7,47,4.067683671734425e-05
8,47,5.970344028114895e-05
9,47,8.676062008561029e-05
10,47,0.00012482945181664152
11,47,0.00017782082688563456
12,47,0.0002507952768325776
13,47,0.00035020897034720923
14,47,0.00048417948298244495
15,47,0.0006627606578756614
16,47,0.0008982108517492413
17,47,0.0012052333247279715
18,47,0.001601161865612831
19,47,0.002106059486030755
20,47,0.0027426938573973853
21,47,0.0035363509111236142
22,47,0.004514448538731415
23,47,0.005705916445946794
24,47,0.007140316619188817
25,47,0.008846691965245729
26,47,0.010852148490854084
27,47,0.013180198384120195
28,47,0.015848916433606357
29,47,0.0188689886484718
30,47,0.02224175744315492
31,47,0.025957389629908668
32,47,0.02999330884794134
33,47,0.034313040196208996
34,47,0.03886560944432531
35,47,0.043585620811114674
36,47,0.048394105594866794
37,47,0.053200189937510294
38,47,0.05790357616554525
39,47,0.06239777228150088
40,47,0.0665739431726177
41,47,0.07032520050248699
42,47,0.07355110169392745
43,47,0.07616209700264436
44,47,0.07808365137903056
45,47,0.07925977690736265
46,47,0.0796557423593751
47,47,0.07925977690736265
48,47,0.07808365137903062
49,47,0.07616209700264436
50,47,0.0735511016939274
51,47,0.07032520050248699
52,47,0.0665739431726177
53,47,0.06239777228150094
54,47,0.05790357616554525
55,47,0.05320018993751024
56,47,0.048394105594866794
57,47,0.04358562081111473
58,47,0.038865609444325364
59,47,0.03431304019620894
60,47,0.029993308847941283
61,47,0.025957389629908668
62,47,0.022241757443154975
63,47,0.018868988648471745
64,47,0.015848916433606357
65,47,0.01318019838412025
66,47,0.010852148490854028
67,47,0.008846691965245729
68,47,0.007140316619188817
69,47,0.005705916445946794
70,47,0.004514448538731415
71,47,0.0035363509111236142
72,47,0.002742693857397441
73,47,0.0021060594860308106
74,47,0.0016011618656127755
75,47,0.001205233324727916
76,47,0.0008982108517491858
77,47,0.0006627606578756614
78,47,0.00048417948298250046
79,47,0.00035020897034720923
80,47,0.0002507952768325776
81,47,0.00017782082688563456
82,47,0.00012482945181664152
83,47,8.67606200856658e-05
84,47,5.970344028114895e-05
85,47,4.067683671728874e-05
86,47,2.743886046175444e-05
87,47,1.8325508416430407e-05
88,47,1.2117611756465407e-05
89,47,7.933211861152101e-06
90,47,5.142236723490429e-06
91,47,3.300092014373816e-06
92,47,2.0968674556797007e-06
93,47,1.3191276734278246e-06
94,47,8.216248767519737e-07
95,47,5.066770114348933e-07
96,47,3.0935679927718136e-07
97,47,1.8700746782479235e-07
98,47,1.1192549555554805e-07
-1,48,8.216246528841123e-07
0,48,1.3191273140946627e-06
1,48,2.096866884544092e-06
2,48,3.300091115366276e-06
3,48,5.142235322734293e-06
4,48,7.93320970018396e-06
5,48,1.2117608455546883e-05
6,48,1.8325503424523244e-05
7,48,2.743885298740646e-05
8,48,4.067682563688809e-05
9,48,5.970342401780583e-05
10,48,8.67605964518343e-05
11,48,0.00012482941781283543
12,48,0.00017782077844686608
13,48,0.00025079520851541495
14,48,0.0003502088749495467
15,48,0.00048417935109093204
16,48,0.0006627604773382596
17,48,0.0008982106070747098
18,48,0.0012052329964198705
19,48,0.00160116142945296
20,48,0.002106058912335707
21,48,0.0027426931102817907
22,48,0.003536349947814164
23,48,0.004514447308986107
24,48,0.005705914891643114
25,48,0.007140314674151503
26,48,0.008846689555388169
27,48,0.010852145534705935
28,48,0.013180194793806341
29,48,0.015848912116328075
30,48,0.018868983508519472
31,48,0.022241751384453258
32,48,0.02595738255906096
