FC,MP,likelihood
Adult,44,0.9999682291139037
Adult,45,0.9999276186356264
Adult,46,0.9615158333417481
Adult,47,0.9535695356475847
Adult,48,0.9438513565959705
Adult,49,0.9322256210587019
Adult,50,0.9185566221294899
Adult,51,0.9027166137892426
Adult,52,0.8845941535052472
Adult,53,0.864102462797788
Adult,54,0.8411874304225098
Adult,55,0.8158348556037098
Adult,56,0.7880765235923359
Adult,57,0.7579947271495446
Adult,58,0.7257248976694429
Adult,59,0.6914560882082046
Adult,60,0.6554291544641656
Adult,61,0.6179326027569757
Adult,62,0.5792962079289047
Adult,63,0.539882638850424
Adult,64,0.5000774541840854
Adult,65,0.4602779359573216
Adult,66,0.42088130446598193
Adult,67,0.38227289857792207
Adult,68,0.3448149071432576
Adult,69,0.308836199798925
Adult,70,0.2746237321414383
Adult,71,0.2424158971268895
Adult,72,0.21239807001379532
Adult,73,0.18470045800652787
Adult,74,0.15939822832675052
Adult,75,0.1365137597162144
Adult,76,0.11602075118177434
Adult,77,0.0978498351660261
Adult,78,0.08189528504440138
Adult,79,0.06802238116330123
Adult,80,0.056075005184177094
Adult,81,0.04588306643144026
Adult,82,0.037269421233304026
Adult,83,0.030056020225888668
Adult,84,0.02406910164987937
Adult,85,0.01914333305688357
Adult,86,0.015124882489416226
Adult,87,0.0118734674189406
Adult,88,0.009263481708633645
Adult,89,0.007184335873645678
Adult,90,0.005540164177881436
Adult,91,0.004249055488764033
Adult,92,0.003241956267628105
Adult,93,0.0024613770907212394
Adult,94,0.001860012167644994
Adult,95,0.001399357546364474
Adult,96,0.0010483905160431559
Adult,97,0.0007823518469198426
Adult,98,0.0005816549298802313
Adult,99,0.00043093198047858706
Adult,100,0.00031821718031488366
Child,-1,1.973175400848959e-09
Child,0,3.240854040354861e-05
Child,1,0.022750852495930517
Child,2,0.5000000004932939
Child,3,0.9772498680518215
Child,4,0.9999683287581669
Child,5,0.9999999990134116
Child,6,0.9999999990134116
Child,7,0.9999683287581669
Child,8,0.9772498680518208
Child,9,0.5
Child,10,0.02275013194817921
Child,11,3.167124183311998e-05
Child,12,9.865876449133282e-10
Child,13,3.167124183311998e-05
Child,14,2.8665157186802404e-07
Child,15,9.865876449133282e-10
Child,16,1.2798095916366492e-12
Child,17,6.106226635438361e-16
Child,18,0.0
Child,19,0.0
Child,20,0.0
Child,21,0.0
Child,22,0.0
Child,23,1.0717590259723409e-08
Child,24,9.865876449133282e-10
Child,25,7.768846677080887e-11
Child,26,5.230982313975119e-12
Child,27,0.00015882194028787332
Child,28,7.22483999015245e-05
Child,29,3.163792141582211e-05
Child,30,1.3335031429407762e-05
Child,31,5.409228162143747e-06
Child,32,2.11146811489493e-06
Child,33,7.930458361712761e-07
Child,34,2.8657388340162e-07
Child,35,9.962370528529775e-08
Child,36,3.3315217529141843e-08
Child,37,1.071631045013193e-08
Child,38,3.3154449186057026e-09
Child,39,9.86519532730768e-10
Child,40,2.8230096038583957e-10
Child,41,7.768535814633992e-11
Child,42,2.0557278102018017e-11
Child,43,5.230871291672656e-12
Child,44,1.2798095916366492e-12
Child,45,3.010369731271112e-13
Child,46,0.00010238732616751905
Child,47,6.895042949304154e-05
Child,48,4.598391593185016e-05
Child,49,3.0370448242652023e-05
Child,50,1.9864187828168924e-05
Child,51,1.286657318681592e-05
Child,52,8.253260924556665e-06
Child,53,5.242724161417937e-06
Child,54,3.298035891144403e-06
Child,55,2.0545603648519406e-06
Child,56,1.2674938733664653e-06
Child,57,7.743452048733411e-07
Child,58,4.684719393144327e-07
Child,59,2.806669986042631e-07
Child,60,1.6651626863548747e-07
Child,61,9.783146067076933e-08
Child,62,5.6918870721482726e-08
Child,63,3.279364133418593e-08
Child,64,1.871022365422875e-08
Child,65,1.057122659170899e-08
Child,66,5.914675781786052e-09
Child,67,3.277170232357522e-09
Child,68,1.7981855792415495e-09
Child,69,9.771121043280596e-10
Child,70,5.258211482302269e-10
Child,71,2.802385122831282e-10
Child,72,1.4792099075641889e-10
Child,73,7.733279875181686e-11
Child,74,4.004560959016167e-11
Child,75,2.0541560033769493e-11
Child,76,1.0438454824199537e-11
Child,77,5.255423137959096e-12
Child,78,2.621772522958663e-12
Child,79,1.2961364466244998e-12
Child,80,6.351192281601634e-13
Child,81,3.085084970557768e-13
Child,82,1.4861403088212959e-13
Child,83,7.09987175054924e-14
Child,84,3.365199515424005e-14
Child,85,1.5823060623262202e-14
Child,86,7.427708527921874e-15
Child,87,3.441791559779785e-15
Child,88,1.5682350735217046e-15
Child,89,7.064661422556465e-16
Child,90,3.298953935984728e-16
Child,91,1.360667690247374e-16
Child,92,7.043269868433106e-17
Child,93,0.0
Child,94,0.0
Child,95,0.0
Child,96,0.0
Child,97,0.0
Child,98,0.0
Child,99,0.0
Child,100,0.0
Elderly,-1,0.0
Elderly,0,0.0
Elderly,1,0.0
Elderly,2,0.0
Elderly,3,0.0
Elderly,4,0.0
Elderly,5,0.0
Elderly,6,0.0
Elderly,7,0.0
Elderly,8,0.0
Elderly,9,0.0
Elderly,10,0.0
Elderly,11,0.0
Elderly,12,0.0
Elderly,13,0.0
Elderly,14,0.0
Elderly,15,0.0
Elderly,16,0.0
Elderly,17,0.0
Elderly,18,0.0
Elderly,19,0.0
Elderly,20,0.0
Elderly,21,0.0
Elderly,22,0.0
Elderly,23,0.0
Elderly,24,0.0
Elderly,25,0.0
Elderly,26,0.0
Elderly,27,1.4876988689422566e-14
Elderly,28,6.816769393801136e-14
Elderly,29,3.0109248457539657e-13
Elderly,30,1.2798651031492065e-12
Elderly,31,5.230926803230271e-12
Elderly,32,2.055788872510419e-11
Elderly,33,7.768852228236648e-11
Elderly,34,2.8231572635242835e-10
Elderly,35,9.865877004247764e-10
Elderly,36,3.315745900067894e-09
Elderly,37,1.0717590259723567e-08
Elderly,38,3.3320448511453655e-08
Elderly,39,9.964426317399251e-08
Elderly,40,2.8665157181251294e-07
Elderly,41,7.93328151948991e-07
Elderly,42,2.1124547024964357e-06
Elderly,43,5.412543907734602e-06
Elderly,44,1.3345749015902797e-05
Elderly,45,3.167124183311998e-05
Elderly,46,0.0287165648071236
Elderly,47,0.035930291796509535
Elderly,48,0.044565388909954255
Elderly,49,0.05479914688743942
Elderly,50,0.06680694511320784
Elderly,51,0.08075622679442253
Elderly,52,0.09679977365628054
Elderly,53,0.11506852293038139
Elderly,54,0.13566423765244148
Elderly,55,0.1586523970076892
Elderly,56,0.18405571011502633
Elderly,57,0.21184866854796555
Elderly,58,0.2419535359649741
Elderly,59,0.27423812558969596
Elderly,60,0.3085156387211759
Elderly,61,0.34454673358115767
Elderly,62,0.3820438699506636
Elderly,63,0.4206778398191138
Elderly,64,0.46008625782712426
Elderly,65,0.499883658406321
Elderly,66,0.5396727395568207
Elderly,67,0.5790562150539027
Elderly,68,0.6176486941026648
Elderly,69,0.6550880036552218
Elderly,70,0.69104540407354
Elderly,71,0.7252342206044582
Elderly,72,0.7574165153577657
Elderly,73,0.7874075489581708
Elderly,74,0.8150779180596047
Elderly,75,0.8403533940753674
Elderly,76,0.8632126195886699
Elderly,77,0.8836829327517253
Elderly,78,0.9018346790265913
Elderly,79,0.9177744285773167
Elderly,80,0.9316375438330423
Elderly,81,0.9435805353695963
Elderly,82,0.9537736082338605
Elderly,83,0.9623937405312306
Elderly,84,0.9696185587211029
Elderly,85,0.9756211878412344
Elderly,86,0.9805661680965502
Elderly,87,0.9846064493213111
Elderly,88,0.9878814075404528
Elderly,89,0.9905157768841383
Elderly,90,0.9926193568631732
Elderly,91,0.9942873388487116
Elderly,92,0.995601094270253
Elderly,93,0.996629277292677
Elderly,94,0.9974291128959456
Elderly,95,0.9980477638234433
Elderly,96,0.9985236937504682
Elderly,97,0.9988879669265837
Elderly,98,0.9991654449040623
Elderly,99,0.9993758579265264
Elderly,100,0.9995347418419289
Fetus,-1,0.0
Fetus,0,0.0
Fetus,1,0.0
Fetus,2,0.0
Fetus,3,0.0
Fetus,4,0.0
Fetus,5,0.0
Fetus,6,0.0
Fetus,7,0.0
Fetus,8,0.0
Fetus,9,0.0
Fetus,10,0.0
Fetus,11,0.0
Fetus,12,0.0
Fetus,13,0.0
Fetus,14,0.0
Fetus,15,0.0
Fetus,16,0.0
Fetus,17,0.0
Fetus,18,0.0
Fetus,19,0.0
Fetus,20,0.0
Fetus,21,0.0
Fetus,22,0.0
Fetus,23,0.0
Fetus,24,0.0
Fetus,25,0.0
Fetus,26,0.0
Fetus,27,0.0
Fetus,28,0.0
Fetus,29,0.0
Fetus,30,0.0
Fetus,31,0.0
Fetus,32,0.0
Fetus,33,0.0
Fetus,34,0.0
Fetus,35,0.0
Fetus,36,0.0
Fetus,37,0.0
Fetus,38,0.0
Fetus,39,0.0
Fetus,40,0.0
Fetus,41,0.0
Fetus,42,0.0
Fetus,43,0.0
Fetus,44,0.0
Fetus,45,0.0
Fetus,46,0.0
Fetus,47,0.0
Fetus,48,0.0
Fetus,49,0.0
Fetus,50,0.0
Fetus,51,0.0
Fetus,52,0.0
Fetus,53,0.0
Fetus,54,0.0
Fetus,55,0.0
Fetus,56,0.0
Fetus,57,0.0
Fetus,58,0.0
Fetus,59,0.0
Fetus,60,0.0
Fetus,61,0.0
Fetus,62,0.0
Fetus,63,0.0
Fetus,64,0.0
Fetus,65,0.0
Fetus,66,0.0
Fetus,67,0.0
Fetus,68,0.0
Fetus,69,0.0
Fetus,70,0.0
Fetus,71,0.0
Fetus,72,0.0
Fetus,73,0.0
Fetus,74,0.0
Fetus,75,0.0
Fetus,76,0.0
Fetus,77,0.0
Fetus,78,0.0
Fetus,79,0.0
Fetus,80,0.0
Fetus,81,0.0
Fetus,82,0.0
Fetus,83,0.0
Fetus,84,0.0
Fetus,85,0.0
Fetus,86,0.0
Fetus,87,0.0
Fetus,88,0.0
Fetus,89,0.0
Fetus,90,0.0
Fetus,91,0.0
Fetus,92,0.0
Fetus,93,0.0
Fetus,94,0.0
Fetus,95,0.0
Fetus,96,0.0
Fetus,97,0.0
Fetus,98,0.0
Fetus,99,0.0
Fetus,100,0.0
Infant,-1,0.04543692141269218
Infant,0,0.48836012534157086
Infant,1,0.4772649836265357
Infant,2,0.022718460728759843
Infant,3,3.1670255245475086e-05
Infant,4,9.865870342906646e-10
Infant,5,6.106226635438361e-16
Infant,6,0.0
Infant,7,0.0
Infant,8,0.0
Infant,9,0.0
Infant,10,0.0
Infant,11,0.0
Infant,12,0.0
Infant,13,0.0
Infant,14,0.0
Infant,15,0.0
Infant,16,0.0
Infant,17,0.0
Infant,18,0.0
Infant,19,0.0
Infant,20,0.0
Infant,21,0.0
Infant,22,0.0
Infant,23,0.0
Infant,24,0.0
Infant,25,0.0
Infant,26,0.0
Infant,27,6.632381537337037e-08
Infant,28,2.2602858326675476e-08
Infant,29,7.401844311447158e-09
Infant,30,2.3291583113230493e-09
Infant,31,7.042718631048238e-10
Infant,32,2.046273150966161e-10
Infant,33,5.7130578046426156e-11
Infant,34,1.532690641072606e-11
Infant,35,3.9511727223396595e-12
Infant,36,9.787726185096046e-13
Infant,37,2.3292479056636133e-13
Infant,38,5.329070518200768e-14
Infant,39,1.171285290979541e-14
Infant,40,2.4980018054066026e-15
Infant,41,4.996003610813204e-16
Infant,42,1.1102230246251565e-16
Infant,43,0.0
Infant,44,0.0
Infant,45,0.0
Infant,46,1.2852201368903189e-06
Infant,47,8.116479394761818e-07
Infant,48,5.074795957130923e-07
Infant,49,3.141450187355974e-07
Infant,50,1.9253179263234533e-07
Infant,51,1.1682489876375022e-07
Infant,52,7.01825372931957e-08
Infant,53,4.174297847549865e-08
Infant,54,2.458094427042525e-08
Infant,55,1.4330934878845521e-08
Infant,56,8.272017040517889e-09
Infant,57,4.727259224617365e-09
Infant,58,2.674661165766369e-09
Infant,59,1.4982690411294218e-09
Infant,60,8.309465390667925e-10
Infant,61,4.562672642185549e-10
Infant,62,2.4804448931819353e-10
Infant,63,1.3350733099024266e-10
Infant,64,7.114569606149005e-11
Infant,65,3.753721257130726e-11
Infant,66,1.960870446938385e-11
Infant,67,1.0141794114515086e-11
Infant,68,5.1935837928377585e-12
Infant,69,2.6333880650597755e-12
Infant,70,1.3221174557874434e-12
Infant,71,6.572571042981743e-13
Infant,72,3.2356859318500045e-13
Infant,73,1.5769880676753546e-13
Infant,74,7.612756633112686e-14
Infant,75,3.6419423031162026e-14
Infant,76,1.7238749850421486e-14
Infant,77,8.080259367764738e-15
Infant,78,3.771686578881121e-15
Infant,79,1.7521467750462017e-15
Infant,80,7.952481168269643e-16
Infant,81,3.429142242190924e-16
Infant,82,1.7274005914234358e-16
Infant,83,5.810042349058298e-17
Infant,84,5.87294854349739e-17
Infant,85,0.0
Infant,86,0.0
Infant,87,0.0
Infant,88,0.0
Infant,89,0.0
Infant,90,0.0
Infant,91,0.0
Infant,92,0.0
Infant,93,0.0
Infant,94,0.0
Infant,95,0.0
Infant,96,0.0
Infant,97,0.0
Infant,98,0.0
Infant,99,0.0
Infant,100,0.0
